PlayerID,Age,Gender,Location
16976,15,Male,Europe
36300,37,Male,Europe
22585,49,Female,USA
28771,26,Female,Asia
33482,42,Male,Asia
30102,41,Female,Asia
27201,25,Male,Europe
34591,30,Female,Asia
16949,15,Male,Europe
32845,26,Male,Europe
48912,16,Male,Europe
18822,37,Male,Asia
12399,41,Female,Asia
24153,37,Male,Europe
22951,31,Female,Europe
12536,43,Male,USA
43649,46,Male,Other
42216,49,Male,USA
30813,18,Male,USA
20303,46,Male,USA
40166,40,Female,Other
48794,21,Male,Asia
37980,31,Female,USA
23312,35,Male,Other
41235,34,Female,USA
22436,47,Male,USA
27953,21,Male,Europe
47407,46,Male,Asia
24058,27,Male,Europe
17603,30,Male,USA
22458,40,Female,Europe
31562,29,Female,Other
30626,19,Male,Europe
31016,18,Male,Asia
29229,43,Male,Europe
20058,27,Male,Europe
17743,43,Male,Asia
42199,16,Male,USA
46118,22,Male,Europe
45750,18,Male,Asia
22900,49,Male,Other
45151,20,Male,USA
40082,21,Male,USA
27326,43,Female,Asia
36031,45,Male,Other
22217,17,Male,Asia
37077,45,Male,Europe
36289,18,Male,Asia
17968,39,Female,USA
45012,37,Male,USA
27469,29,Male,Europe
35773,29,Male,USA
42408,21,Female,Asia
16440,18,Male,USA
26140,33,Male,Asia
12187,28,Female,Europe
39131,24,Male,USA
35412,19,Female,USA
48542,19,Male,Asia
41298,27,Male,USA
12793,34,Male,USA
38210,36,Male,USA
46419,38,Male,USA
24931,21,Male,USA
25193,38,Male,USA
45234,31,Male,Other
26129,49,Male,USA
15814,23,Male,USA
24172,35,Male,Asia
22503,21,Male,Europe
15200,18,Female,Europe
27006,19,Male,Asia
20922,21,Female,Europe
36887,44,Male,USA
15391,37,Male,Asia
36930,42,Male,Europe
36589,37,Male,USA
17292,46,Female,Europe
41605,29,Female,USA
42158,49,Male,Europe
39721,35,Female,Other
36261,39,Female,USA
40938,25,Male,USA
17820,40,Male,USA
47386,31,Male,USA
43072,49,Male,Other
34193,26,Male,Europe
46278,40,Male,Europe
47182,41,Female,Europe
10159,18,Male,Asia
44047,30,Male,USA
34118,29,Male,USA
12521,42,Male,USA
43973,27,Male,Europe
32967,35,Male,Europe
22966,35,Female,USA
21492,34,Male,USA
16643,29,Female,Europe
11905,23,Female,USA
44542,48,Male,USA
25224,21,Female,Europe
47181,42,Male,USA
34854,32,Female,Europe
40598,41,Male,USA
26571,20,Male,Other
24923,38,Female,Europe
43821,44,Female,USA
29869,31,Male,USA
29789,46,Female,Europe
33075,27,Male,USA
44819,29,Male,USA
34872,39,Female,USA
33961,22,Male,USA
39196,22,Female,USA
44797,39,Female,USA
37544,34,Male,Other
29381,39,Male,USA
23805,41,Male,Asia
46965,45,Female,Europe
31457,34,Male,Asia
29191,23,Male,USA
13168,27,Female,Other
33835,17,Male,Europe
47477,26,Male,USA
38141,48,Female,USA
12781,17,Male,Asia
44789,37,Female,Other
35869,26,Male,Asia
27644,44,Male,USA
40622,49,Male,Europe
46870,35,Female,Asia
34244,40,Male,Europe
31485,22,Female,Asia
30214,31,Female,Europe
25472,38,Male,Europe
48867,27,Male,Other
25349,44,Female,Asia
14101,28,Female,USA
10268,48,Female,Asia
44359,29,Female,USA
26176,24,Female,USA
9641,35,Male,Asia
48554,16,Female,USA
12913,17,Male,USA
44448,33,Female,Europe
16679,32,Female,USA
15024,30,Male,USA
39081,42,Male,Other
41976,20,Male,Europe
12923,49,Male,Asia
19719,16,Male,USA
16776,45,Male,USA
19943,28,Female,Europe
14465,24,Male,USA
43544,18,Female,Asia
36858,26,Female,Europe
39553,34,Male,Europe
19330,31,Male,Europe
41796,47,Female,Asia
16559,49,Male,USA
32071,23,Female,Europe
22248,31,Female,Asia
27563,49,Male,Other
31363,34,Male,USA
16041,46,Female,Asia
40525,16,Male,USA
20515,26,Male,USA
24318,38,Female,Asia
13269,24,Male,USA
40175,46,Female,Europe
23500,34,Male,Asia
26451,34,Male,Europe
40921,32,Male,Asia
13468,36,Female,USA
28530,46,Male,Europe
33396,42,Female,Europe
13074,17,Male,USA
25907,44,Female,USA
25723,41,Female,USA
42164,25,Female,USA
13581,25,Female,Europe
23139,42,Female,USA
35842,23,Female,Europe
25778,30,Female,USA
41004,15,Male,Asia
38985,15,Female,Asia
44291,38,Male,USA
16291,25,Male,Europe
31452,21,Male,Asia
40055,16,Male,Other
28933,42,Male,USA
45494,30,Male,Europe
22576,41,Female,Europe
27043,28,Female,Europe
20816,39,Female,USA
48133,39,Male,USA
45064,36,Male,Asia
14277,21,Male,Other
10106,45,Male,Europe
34212,33,Male,Europe
27863,36,Male,Europe
12668,38,Female,USA
18608,44,Male,Europe
30294,47,Male,Other
29265,46,Female,Europe
29919,45,Male,USA
46553,42,Female,Asia
47802,37,Male,Asia
47197,19,Male,USA
20691,42,Male,Europe
19993,22,Female,USA
25534,32,Male,Asia
18455,49,Male,Europe
35996,23,Male,Asia
15673,44,Male,Europe
29853,43,Male,Europe
12971,29,Female,Asia
9659,44,Male,Other
29488,42,Male,Europe
43308,31,Female,USA
18463,38,Male,USA
40438,36,Female,USA
12934,36,Female,Other
11217,21,Female,Europe
43906,49,Male,Europe
29750,36,Female,Asia
16764,15,Male,USA
38935,17,Male,Europe
24928,32,Male,USA
22547,15,Female,Asia
11110,40,Female,USA
18151,26,Male,USA
15872,36,Male,USA
42962,26,Female,USA
36999,21,Female,USA
25753,23,Male,Asia
40776,37,Male,Asia
42845,41,Male,USA
32990,29,Male,Europe
35020,20,Male,USA
31953,15,Female,USA
32110,19,Female,USA
46325,34,Female,USA
24066,46,Female,USA
38855,24,Female,Other
32211,28,Female,Asia
46121,36,Female,USA
20907,38,Female,USA
43835,42,Female,Asia
43431,33,Female,USA
37916,19,Female,Asia
39101,15,Female,Other
43974,27,Male,USA
37231,18,Male,Other
38010,33,Male,USA
37995,37,Male,Asia
24630,47,Female,USA
17369,44,Male,USA
14504,35,Female,USA
11754,44,Female,USA
41023,23,Female,Europe
23533,33,Male,Asia
9318,30,Male,Asia
37533,23,Male,USA
9229,35,Female,Asia
18017,49,Male,USA
25604,31,Female,Asia
48474,34,Male,Asia
16055,22,Female,Europe
18873,47,Female,USA
39730,33,Female,USA
31868,30,Male,USA
32294,16,Male,Other
29565,45,Female,Europe
30172,49,Male,Other
14198,31,Male,Europe
22421,30,Male,Europe
14044,18,Male,Europe
20283,32,Male,USA
33088,43,Female,USA
41795,41,Male,USA
35989,38,Male,Europe
40609,24,Male,Europe
34403,26,Female,USA
46290,21,Male,Europe
34290,38,Female,Europe
22811,40,Male,Other
39821,15,Male,USA
12760,39,Female,Europe
43851,48,Female,Europe
16298,24,Female,Europe
43263,20,Male,Asia
9649,19,Male,USA
47598,20,Male,USA
45130,24,Male,USA
35674,43,Male,USA
30691,45,Female,Europe
9843,19,Female,Asia
28094,26,Male,Europe
11141,32,Male,USA
25383,37,Male,USA
33376,32,Male,USA
23782,33,Female,Europe
29695,45,Female,Asia
17635,31,Male,Europe
34138,48,Male,Europe
30322,49,Male,Europe
36564,37,Male,USA
11765,15,Male,USA
21244,28,Male,USA
27153,39,Female,Europe
44372,43,Male,Asia
27793,47,Male,USA
25549,41,Male,Europe
40263,39,Male,USA
27430,24,Female,Europe
10731,32,Female,USA
41372,16,Female,USA
27087,18,Male,USA
9928,18,Male,USA
29731,21,Female,USA
17389,18,Female,Other
39066,27,Male,Asia
12540,40,Female,Asia
49027,17,Male,Europe
47618,30,Female,Europe
42223,37,Male,USA
23898,37,Male,USA
24510,38,Female,Europe
46966,46,Female,Asia
36599,47,Female,Asia
26357,37,Female,USA
15165,37,Male,USA
18502,16,Male,Europe
20096,21,Male,Asia
25939,43,Male,USA
34209,41,Female,Asia
17113,17,Female,Asia
42545,32,Male,USA
23193,27,Female,Asia
27246,16,Male,Europe
36970,15,Female,Europe
18637,49,Male,USA
12501,31,Female,Asia
46024,22,Female,USA
21426,15,Female,Other
13070,15,Male,Europe
36658,24,Male,USA
22768,40,Female,Other
28646,33,Male,USA
41929,18,Male,USA
16744,18,Male,USA
38276,15,Male,USA
20041,28,Female,Europe
14138,15,Female,Europe
43514,17,Male,Europe
21906,42,Female,Asia
22061,37,Female,USA
42452,36,Male,USA
32525,48,Female,Europe
22327,22,Male,Europe
43017,17,Male,USA
19407,32,Male,Europe
18054,21,Male,Asia
36355,27,Male,USA
21368,15,Female,Europe
24735,19,Female,USA
31235,39,Female,Europe
28077,33,Male,USA
25203,25,Male,Asia
25511,47,Male,Europe
27726,33,Female,USA
31211,20,Male,USA
10036,40,Female,Europe
16590,47,Male,USA
11750,33,Female,USA
18445,48,Female,Asia
29090,41,Female,Europe
25716,49,Female,USA
18237,39,Male,USA
43708,40,Male,Asia
9121,20,Female,USA
25263,31,Male,USA
29350,18,Female,Europe
9498,25,Female,Other
32677,22,Female,USA
22517,22,Male,USA
46819,18,Male,Other
40707,15,Female,USA
15895,27,Male,Europe
33640,22,Male,Europe
11137,45,Male,USA
42504,39,Male,USA
17269,17,Male,USA
29193,48,Male,Other
24783,27,Male,Europe
14909,48,Male,Europe
34380,46,Male,USA
33568,46,Male,USA
43571,33,Female,Europe
22117,24,Male,USA
24231,16,Female,Europe
36530,46,Female,USA
9880,49,Male,Asia
39117,18,Female,USA
16969,39,Female,USA
33271,47,Male,Europe
32870,49,Female,USA
48489,15,Male,USA
45859,43,Male,Other
26771,22,Female,USA
12559,23,Male,Europe
31933,19,Male,Europe
20810,26,Female,Europe
43399,42,Female,Europe
32901,34,Female,Europe
35635,37,Female,USA
45918,37,Male,Europe
15748,44,Male,USA
31172,31,Male,Other
14027,48,Female,USA
35098,26,Female,USA
26962,41,Female,USA
29745,20,Female,Europe
19158,28,Female,USA
36702,36,Male,Asia
27009,42,Female,Europe
40814,20,Female,Europe
41749,22,Female,USA
22321,35,Female,USA
11592,39,Male,USA
30802,38,Male,Asia
13750,17,Female,USA
34766,47,Male,USA
36344,16,Female,USA
16328,30,Male,USA
35518,47,Male,USA
23462,15,Male,Europe
21174,38,Male,Other
12887,26,Male,USA
31885,41,Female,USA
13411,25,Male,Europe
24466,36,Female,Europe
33665,41,Male,Asia
11523,23,Female,Europe
37437,19,Female,Asia
39422,32,Female,USA
45117,45,Male,Europe
31097,35,Male,USA
37346,42,Male,Europe
46762,34,Male,Europe
41702,47,Male,Asia
12334,30,Male,USA
31690,21,Male,Europe
24617,25,Male,Other
11518,22,Female,USA
46400,48,Male,USA
41242,18,Female,USA
11142,42,Male,Asia
25043,20,Male,Europe
41127,30,Female,Europe
9469,36,Female,Europe
36516,41,Male,Asia
17261,34,Female,Europe
43501,49,Male,Europe
48707,17,Female,USA
43045,15,Female,Asia
27349,48,Male,Asia
38029,15,Male,USA
41763,28,Male,Europe
33839,46,Male,Europe
48126,20,Male,Europe
42696,41,Female,USA
28393,24,Male,Europe
32189,16,Female,Europe
45297,28,Male,USA
32192,40,Female,Other
21810,29,Female,USA
23965,23,Female,USA
12691,25,Female,USA
29566,41,Male,USA
47670,33,Male,USA
35159,43,Male,Asia
43018,46,Male,Europe
47204,38,Female,Europe
19098,49,Male,Europe
36220,26,Male,Asia
42385,38,Male,USA
23283,23,Male,USA
9315,46,Female,Asia
20870,19,Male,Other
9962,35,Male,Asia
38804,47,Male,Europe
25181,35,Female,Europe
16371,48,Female,USA
18803,30,Male,Asia
31343,18,Female,Europe
37970,34,Male,USA
28133,15,Female,Other
28274,30,Male,Europe
19268,32,Female,Europe
32655,24,Male,Europe
25598,48,Male,Europe
45322,42,Male,USA
15473,43,Male,USA
42366,20,Male,Europe
18863,20,Male,Europe
29562,22,Male,Asia
29994,29,Male,USA
48499,48,Male,USA
11198,39,Male,USA
9136,41,Male,Asia
38579,26,Female,Other
12434,35,Male,Europe
36059,29,Female,Europe
29626,35,Male,Asia
32830,29,Female,USA
21033,33,Male,Europe
41350,47,Male,USA
15917,37,Female,USA
41098,26,Male,Other
25222,48,Male,USA
13660,43,Male,Asia
38696,39,Female,Asia
35491,19,Male,Europe
21534,38,Male,Europe
45377,40,Male,Other
20025,36,Female,Asia
44987,46,Female,USA
44988,42,Male,USA
34689,33,Male,Europe
19363,44,Male,USA
19942,46,Female,Europe
48301,43,Male,Europe
35882,37,Male,USA
44639,43,Male,Europe
37734,48,Female,Other
46589,34,Male,Europe
15674,37,Male,Asia
13666,40,Male,Europe
33552,35,Female,USA
20742,47,Male,USA
26927,26,Male,Europe
34991,19,Male,Asia
18432,16,Male,Europe
12144,18,Male,Asia
31732,43,Male,USA
21945,35,Female,Europe
37115,46,Male,Asia
26164,15,Male,Asia
25189,20,Male,Asia
18806,38,Male,Asia
13414,17,Male,USA
41231,24,Female,Other
48533,24,Male,Europe
17994,47,Male,Asia
37066,40,Male,Other
29610,26,Male,Other
36476,28,Male,Europe
45500,17,Female,Asia
33015,32,Female,USA
20931,25,Male,USA
13137,40,Female,Asia
35497,43,Male,USA
21889,41,Female,USA
28013,36,Female,USA
27660,33,Female,Asia
9581,45,Male,Asia
9305,39,Male,USA
28230,17,Female,Other
36725,34,Male,Asia
29177,19,Male,USA
42749,29,Male,Asia
37553,41,Male,Europe
16989,16,Female,Europe
42551,38,Male,Europe
11777,22,Male,USA
36936,28,Female,Europe
28812,20,Male,USA
35070,29,Male,Europe
10794,32,Male,Europe
9763,23,Female,Asia
33412,18,Male,USA
14445,29,Female,Other
20174,37,Female,USA
22673,49,Male,Asia
46295,31,Female,USA
44972,44,Male,USA
42755,25,Male,Europe
23612,19,Male,USA
33985,26,Female,USA
17519,46,Female,Europe
26005,25,Female,USA
38356,45,Female,USA
36759,36,Male,Asia
36593,27,Female,Europe
13214,43,Male,Asia
22050,36,Male,Europe
11686,42,Male,USA
45575,31,Male,Asia
48802,26,Female,Asia
38260,39,Female,USA
43715,44,Male,Europe
32145,38,Female,USA
25555,40,Male,Asia
13459,38,Male,Asia
21674,40,Male,USA
12806,23,Female,USA
9639,46,Female,Asia
25891,47,Female,USA
25081,28,Male,USA
17201,46,Female,USA
26827,33,Male,USA
39679,36,Female,Asia
44696,43,Male,USA
41162,40,Female,Europe
35400,49,Male,USA
9252,49,Male,USA
25661,45,Female,Asia
46565,32,Male,USA
