PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
16976,15,Male,Europe,Sports,21.60856548239085,No,Easy,9,163,58,8,2
36300,37,Male,Europe,RPG,13.785629939601517,No,Easy,3,153,16,29,1
22585,49,Female,USA,RPG,5.426544423376543,No,Hard,19,146,2,39,2
28771,26,Female,Asia,Sports,9.859224825868964,No,Easy,14,43,87,11,1
33482,42,Male,Asia,Strategy,20.705156803300422,No,Easy,2,144,67,22,1
30102,41,Female,Asia,RPG,10.036396208314637,No,Easy,12,91,88,41,1
27201,25,Male,Europe,Simulation,6.682429716226029,No,Medium,1,74,39,13,0
34591,30,Female,Asia,Simulation,1.280664334402692,Yes,Easy,8,88,61,34,1
16949,15,Male,Europe,Sports,23.323801370363324,No,Hard,3,14,75,13,1
32845,26,Male,Europe,Sports,13.008714825853136,No,Medium,14,117,14,44,2
48912,16,Male,Europe,Simulation,18.234193288044448,No,Medium,0,101,7,37,0
18822,37,Male,Asia,Strategy,6.814824245576292,No,Medium,17,77,80,43,2
12399,41,Female,Asia,Strategy,1.5091714445173323,No,Easy,5,50,23,34,0
24153,37,Male,Europe,Strategy,11.403672412018215,No,Easy,2,136,44,43,1
22951,31,Female,Europe,Simulation,21.0310866463647,No,Easy,3,27,80,30,2
12536,43,Male,USA,Strategy,12.978562137439576,No,Medium,5,94,86,12,1
43649,46,Male,Other,Simulation,19.979092118554707,Yes,Hard,2,100,84,38,1
42216,49,Male,USA,RPG,3.034440771307276,No,Easy,4,40,48,41,0
30813,18,Male,USA,Strategy,0.101113999627203,No,Medium,1,67,25,34,0
20303,46,Male,USA,RPG,20.854320728889164,Yes,Medium,11,17,6,39,0
40166,40,Female,Other,Sports,8.367311959257666,No,Easy,8,74,80,5,1
48794,21,Male,Asia,Action,1.8256931197613195,No,Medium,15,69,37,21,2
37980,31,Female,USA,Sports,16.086263364358654,No,Easy,6,143,61,21,1
23312,35,Male,Other,RPG,17.87305513656799,No,Easy,13,76,94,7,1
41235,34,Female,USA,Sports,17.60527832317576,No,Easy,14,13,46,32,2
22436,47,Male,USA,Sports,3.742457125171829,Yes,Medium,16,57,83,15,1
27953,21,Male,Europe,Simulation,4.580335879657169,No,Easy,11,36,8,47,1
47407,46,Male,Asia,Simulation,23.47075089436765,No,Hard,19,84,62,49,2
24058,27,Male,Europe,Strategy,8.183140649364665,No,Easy,17,30,61,8,1
17603,30,Male,USA,Simulation,3.253241119262844,No,Hard,18,21,93,31,1
22458,40,Female,Europe,Strategy,17.80715202897585,No,Medium,17,163,86,39,2
